MSOA11CD,Local authority,covid_19_deaths_per_thousand,total_population_mid_2018,death_rate,over_70_prop,proportion_at_risk_jobs,all_black_prop,Hypertension,Obesity (18+),Diabetes
E02000818,Southwark,0.482101965,8297,0.058105576,0.06628902,0.290057518,0.267985134,9.97,7.7,4.92
E02000819,Southwark,0.788732394,8875,0.088871256,0.05115493,0.307934014,0.292603728,9.45,7.76,4.78
E02000820,Southwark,0.193535901,10334,0.018728072,0.055157732,0.276134568,0.251205457,9.96,7.09,4.79
E02000821,Southwark,0.845717047,8277,0.102176761,0.05823366,0.346438746,0.41342714,9.13,7.34,4.53
E02000822,Southwark,0.417072153,7193,0.05798306,0.050187682,0.345549738,0.396252003,8.68,6.65,4.09
E02000823,Southwark,0.112132765,8918,0.012573757,0.064588473,0.295669997,0.314884262,9.97,7.28,4.89
E02000824,Southwark,0.406462758,9841,0.041302993,0.062087186,0.358027878,0.512855351,11.13,8.3,5.74
E02000825,Southwark,0.9447827,9526,0.099179372,0.051438169,0.347405016,0.545030573,11.65,8.24,6
E02000826,Southwark,1.084363479,9222,0.117584415,0.060182173,0.305470045,0.38040054,9.76,7.13,5.16
E02000827,Southwark,0.181967064,10991,0.016556006,0.054226185,0.338141356,0.438169708,9.94,7.15,5.24
E02000828,Southwark,0.928397354,8617,0.107740206,0.052338401,0.350108225,0.46224502,11.41,7.92,6.04
E02000829,Southwark,1.281613124,11704,0.109502147,0.05562201,0.312221773,0.41293676,9.98,7.04,5.24
E02000830,Southwark,0.637416339,9413,0.067716598,0.060235844,0.235176682,0.23416009,9.59,6.7,4.85
E02000831,Southwark,0.598862162,10019,0.059772648,0.059886216,0.24895854,0.273405843,10.13,6.23,5.25
E02000832,Southwark,0.27785496,10797,0.02573446,0.075298694,0.30335097,0.396586345,9.22,6.13,4.91
E02000833,Southwark,0.338066261,8874,0.038096266,0.053189092,0.302599839,0.325209542,7.46,5.22,3.35
E02000834,Southwark,0.501303389,9974,0.050261018,0.067876479,0.212035398,0.158495489,8.73,5.17,3.82
E02000835,Southwark,0.12703252,7872,0.016137261,0.060848577,0.260667396,0.256218905,9.35,5.46,4.4
E02000836,Southwark,0.463231036,8635,0.053645748,0.063231036,0.216455696,0.136650485,8.53,5.33,3.8
E02000837,Southwark,0.104058273,9610,0.010828124,0.089073881,0.202123142,0.05976885,8.91,3.82,3.27
E02000838,Southwark,0.309661437,9688,0.031963402,0.068228737,0.247973107,0.172984749,8.79,5.13,4.26
E02000839,Southwark,0.11820331,8460,0.013972022,0.088534279,0.243684613,0.195246391,9.35,4.85,4.14
E02000840,Sutton,0,8618,0,0.071362265,0.340665236,0.084077836,10.04,6.71,4.76
E02000841,Sutton,0.43047783,9292,0.046327791,0.073826948,0.354058722,0.074762069,10.92,6.28,5.19
E02000842,Sutton,0.503968754,7937,0.063496126,0.113896938,0.300297324,0.04109053,12.98,6.71,5.37
E02000843,Sutton,0.968054211,8264,0.117141119,0.074298161,0.263651672,0.067911941,10.76,8.1,4.89
E02000844,Sutton,0.119431506,8373,0.014263885,0.085393527,0.314045373,0.069674765,10.53,6.41,4.74
E02000845,Sutton,0,9928,0,0.080983078,0.256474,0.018157212,11.96,4.62,4.48
E02000846,Sutton,0.134535181,7433,0.018099715,0.132113548,0.291479821,0.046505033,10.85,5.6,4.8
E02000847,Sutton,0.52882073,9455,0.055930273,0.158434691,0.279849923,0.016935667,12.42,4.14,4.87
E02000848,Sutton,0.373041532,8042,0.046386662,0.112409848,0.290052606,0.016858917,13.23,3.74,5.2
E02000849,Sutton,0.628140704,7960,0.078912149,0.108668342,0.284436494,0.053573814,11.73,6.65,5.18
E02000850,Sutton,0.458589379,10903,0.042060844,0.102632303,0.269266309,0.079154137,12.55,6.63,5.44
E02000851,Sutton,0.805882946,9927,0.081180915,0.096303012,0.293123408,0.068427371,10.42,5.25,4.45
E02000852,Sutton,0.500250125,7996,0.062562547,0.094547274,0.274457831,0.035647027,11.03,5.73,4.78
E02000853,Sutton,0.616142945,8115,0.075926426,0.094269871,0.287283378,0.03780295,11.23,5.11,4.46
E02000854,Sutton,0.264445326,7563,0.034965665,0.110934814,0.255584416,0.029150824,11.2,6.3,4.77
E02000855,Sutton,0.374344896,8014,0.046711367,0.144996257,0.257029112,0.016694491,11.8,3.62,4.27
E02000856,Sutton,0.326583932,9186,0.035552355,0.10711953,0.272111913,0.043052838,13.31,6.95,5.54
E02000857,Sutton,0.80348944,8712,0.092227897,0.120293848,0.249716232,0.044528779,11.67,4.35,4.29
E02000858,Sutton,0.117938436,8479,0.013909475,0.080787829,0.324243332,0.084774412,12.48,6.79,5.39
E02000859,Sutton,0.804597701,8700,0.092482494,0.157471264,0.281344032,0.052173913,13.43,6.83,5.5
E02000860,Sutton,0.586923348,8519,0.068895803,0.098133584,0.271241021,0.059620953,10.95,4.68,4.38
E02000861,Sutton,0.513149455,7795,0.065830591,0.153046825,0.241741357,0.025476857,10.45,5.06,4.38
E02000863,Sutton,0.438148094,6847,0.063991251,0.131152329,0.249218261,0.056227423,13.46,6,5.28
E02000864,Tower Hamlets,0.776397516,10304,0.075349138,0.057841615,0.285239546,0.119922864,7.61,6.51,4.7
E02000865,Tower Hamlets,0,8402,0,0.053439657,0.268742058,0.078428592,7.4,5.04,4.8
E02000866,Tower Hamlets,0.276650682,10844,0.025511867,0.055791221,0.240344207,0.069861312,7.01,5.47,4.45
E02000867,Tower Hamlets,0.236369367,12692,0.018623492,0.03364324,0.230992035,0.069767442,7.03,5.8,4.9
E02000868,Tower Hamlets,0.949410009,7373,0.128768481,0.04353723,0.228140131,0.055036188,6.96,5.01,4.85
E02000869,Tower Hamlets,0.455304295,6589,0.069100667,0.060251935,0.221455674,0.078177038,7.16,5.16,5.47
E02000870,Tower Hamlets,0.433275563,6924,0.062575905,0.052715194,0.266601879,0.059904277,6,4.74,4.2
E02000871,Tower Hamlets,0.612745098,11424,0.053636651,0.040178571,0.310612855,0.121406123,6.73,5.47,5.28
E02000872,Tower Hamlets,0.220531481,9069,0.024317067,0.035615834,0.199639825,0.062258366,6.16,4.89,4.84
E02000873,Tower Hamlets,0.370713624,10790,0.034357148,0.040778499,0.296273671,0.069436474,5.88,4.73,4.28
E02000874,Tower Hamlets,0.124455507,8035,0.015489173,0.037336652,0.308030803,0.074765044,6.22,4.97,5
E02000875,Tower Hamlets,0.44127381,13597,0.032453763,0.030080165,0.297282609,0.11684322,6.79,5.21,5.06
E02000876,Tower Hamlets,0.122910521,8136,0.015106996,0.027654867,0.251681957,0.060679267,6.32,5.08,5.53
E02000877,Tower Hamlets,0.232306024,12914,0.017988696,0.039801766,0.311075782,0.098949301,7.16,5.15,5.31
E02000878,Tower Hamlets,0.255580167,11738,0.021773741,0.043874595,0.212204185,0.04472098,6.31,4.08,5.32
E02000879,Tower Hamlets,0.86411752,9258,0.093337386,0.078958738,0.298468557,0.057374902,8.44,5.94,6.65
E02000880,Tower Hamlets,0.152068127,6576,0.023124715,0.04379562,0.277287319,0.048476454,7.51,5.38,6.14
E02000881,Tower Hamlets,0.765110941,9149,0.083627822,0.040878785,0.308906883,0.119988421,6.46,6.32,5.28
E02000882,Tower Hamlets,1.050219591,10474,0.100269199,0.043440901,0.317002882,0.071594607,8.71,6.68,7.2
E02000883,Tower Hamlets,0.669120107,8967,0.074620286,0.054198729,0.29751462,0.113836478,7.62,7.96,5.97
E02000884,Tower Hamlets,0.152288129,13133,0.011595837,0.03053377,0.182639434,0.041492406,6.68,4.6,5.63
E02000885,Tower Hamlets,1.033858878,7738,0.133608023,0.070560868,0.299607843,0.07382161,8.44,5.7,6.27
E02000886,Tower Hamlets,0.218221495,9165,0.02381031,0.040480087,0.199746515,0.062517063,7.91,6.14,5.5
E02000887,Tower Hamlets,1.072961373,11184,0.095937176,0.036212446,0.299333527,0.096535797,7.59,6.99,5.86
E02000888,Tower Hamlets,0.09797198,10207,0.009598509,0.033016557,0.19563083,0.070359099,7.87,5.3,5.61
E02000889,Tower Hamlets,0.235710077,8485,0.02777962,0.041249263,0.185983827,0.041414752,7.12,4.61,4.41
E02000890,Tower Hamlets,0,6681,0,0.059422242,0.12716477,0.021915444,7.43,4.44,3.59
E02000891,Tower Hamlets,0.154846702,19374,0.0079925,0.023123774,0.173333333,0.081400852,6.16,4.85,4.31
E02000893,Tower Hamlets,0.74019245,8106,0.091314144,0.051813472,0.231441048,0.052779006,6.34,4.73,3.6
E02000894,Tower Hamlets,0.424556339,11777,0.036049617,0.033879596,0.169931518,0.043898589,5.96,4.72,3.29
E02000895,Waltham Forest,1.218472036,8207,0.14846741,0.175947362,0.293564502,0.088858253,14.78,5.8,4.85
E02000896,Waltham Forest,1.8699813,9091,0.205695886,0.150588494,0.238291067,0.042999773,12.94,5.79,4.62
E02000897,Waltham Forest,0.583430572,8570,0.068078246,0.134072345,0.29349046,0.097189551,11.63,5.46,4.28
E02000898,Waltham Forest,1.501689401,7991,0.187922588,0.131397823,0.301849776,0.096774194,12.16,5.92,4.53
E02000899,Waltham Forest,0.345144961,8692,0.039708348,0.127013346,0.306388527,0.111616162,12.23,6.32,4.88
E02000900,Waltham Forest,0.68119891,8808,0.077338659,0.098433243,0.308631696,0.194238378,12.34,6.24,5.21
E02000901,Waltham Forest,0.390320062,10248,0.038087438,0.096604215,0.284407484,0.070750187,10.88,4.02,3.39
E02000902,Waltham Forest,0.411311054,9725,0.042294196,0.077326478,0.324947034,0.190620824,11.12,4.84,4.49
E02000903,Waltham Forest,0.307093868,9769,0.031435548,0.060292763,0.305895439,0.227358178,8.95,5.76,4.42
E02000904,Waltham Forest,0.335908633,8931,0.037611537,0.061919158,0.277650648,0.193485659,8.6,3.94,4.31
E02000905,Waltham Forest,0.680669,10284,0.066187184,0.051828082,0.262971175,0.166336427,8.83,5.16,4.08
E02000906,Waltham Forest,0.209402157,9551,0.021924632,0.056852686,0.262952774,0.155168685,9.04,5.43,4.31
E02000907,Waltham Forest,0.357973868,11174,0.032036323,0.06273492,0.291282051,0.24494899,7.53,4.81,3.78
E02000908,Waltham Forest,0.398692289,12541,0.031791108,0.045929352,0.270393299,0.184100418,8.69,5.71,4.42
E02000909,Waltham Forest,0.33281562,9014,0.036922079,0.069225649,0.270612153,0.158912037,8.28,5.23,4.17
E02000910,Waltham Forest,0.552231937,10865,0.050826685,0.059272895,0.253261275,0.133202468,8.23,5.27,4.72
E02000911,Waltham Forest,0.59686221,11728,0.050892071,0.054826057,0.277957091,0.157100809,9.47,6.32,4.96
E02000912,Waltham Forest,0.535733419,9333,0.057402059,0.080038573,0.299301048,0.17557913,9.19,5.68,5.22
E02000913,Waltham Forest,0.325027086,9230,0.035214202,0.075514626,0.303331676,0.158970825,8.72,5.36,5.03
E02000914,Waltham Forest,1.05848108,11337,0.093365183,0.059892388,0.306283906,0.225882575,9.68,5.78,5.78
E02000915,Waltham Forest,0.323519896,9273,0.034888374,0.056400302,0.260160786,0.146824019,8.47,5.42,4.68
E02000916,Waltham Forest,0.410130216,9753,0.042051699,0.053111863,0.289271585,0.264101212,9.74,5.05,5.44
E02000917,Waltham Forest,0.384024578,10416,0.036868719,0.045602919,0.292149574,0.204121688,8.6,5.26,4.89
E02000918,Waltham Forest,0.305872757,9808,0.031186048,0.053833605,0.282990574,0.168529476,9.11,5.6,4.89
E02000919,Waltham Forest,0.204185809,9795,0.020845922,0.058907606,0.296657671,0.149441492,9.12,5.75,5.23
E02000920,Waltham Forest,0.290500629,10327,0.028130205,0.051612278,0.318895871,0.24812744,7.78,4.96,4.47
E02000921,Waltham Forest,0.443655723,11270,0.03936608,0.054480923,0.316515651,0.260521771,9.49,6.29,5.33
E02000922,Waltham Forest,0.54699608,10969,0.049867452,0.053696782,0.296748768,0.259716811,9.47,6.45,5.25
E02000923,Wandsworth,0.990712074,8075,0.122688802,0.111455108,0.17724755,0.070109714,8.62,5.02,3.17
E02000924,Wandsworth,0.508979859,13753,0.037008642,0.045517342,0.253940731,0.221902794,6.82,4.95,3.15
E02000925,Wandsworth,0.75547721,7942,0.095124302,0.066607907,0.255060729,0.237385321,8.9,5.12,3.34
E02000926,Wandsworth,0.458211144,10912,0.04199149,0.066348974,0.208978328,0.112242614,8.2,4.76,3.37
E02000927,Wandsworth,0.543625985,7358,0.073882303,0.07678717,0.20129094,0.125036819,7.65,4.28,2.98
E02000928,Wandsworth,0,8554,0,0.085690905,0.154249127,0.02340979,5.91,3.6,1.83
E02000929,Wandsworth,0.265111347,7544,0.035142013,0.070917285,0.297822248,0.33337914,7.08,4.72,3.38
E02000930,Wandsworth,0.093101201,10741,0.008667834,0.041709338,0.15396941,0.084435717,5.83,3.78,2.59
E02000931,Wandsworth,0.313512384,9569,0.032763338,0.045354792,0.116747741,0.043072929,5.68,3.04,2.26
E02000932,Wandsworth,0.260846883,11501,0.022680365,0.051560734,0.154760297,0.029040404,5.79,3.66,2.08
E02000933,Wandsworth,0.111049417,9005,0.012331973,0.096612993,0.181905679,0.034050791,6.06,3.56,2.01
E02000934,Wandsworth,0.101040719,9897,0.010209227,0.047489138,0.157829457,0.105985722,5.19,3.29,2.44
E02000935,Wandsworth,0.140134529,7136,0.019637686,0.074831839,0.344765343,0.154160584,8.84,4.31,3.7
E02000936,Wandsworth,0.218531469,9152,0.023878001,0.092329545,0.182124789,0.043457383,6.3,3.66,2.15
E02000937,Wandsworth,0.118778952,8419,0.01410844,0.047274023,0.135382603,0.052045572,6.11,2.93,2.42
E02000938,Wandsworth,0.179629962,11134,0.016133462,0.09448536,0.27734375,0.112193589,7.69,4.3,3.25
E02000939,Wandsworth,1.437814522,8346,0.172275883,0.082314881,0.137720329,0.038529116,5.81,1.85,1.78
E02000940,Wandsworth,0.115580213,8652,0.013358786,0.055016181,0.229869843,0.157753669,5.65,3.5,2.55
E02000941,Wandsworth,0.577867668,10383,0.055655174,0.058364634,0.173781513,0.062669752,6.19,3.61,2.75
E02000942,Wandsworth,0.520941863,9598,0.054276085,0.078558033,0.182171227,0.029901707,6.85,3.68,2.57
E02000943,Wandsworth,0.113237459,8831,0.012822722,0.054920168,0.149054905,0.075458224,6.18,2.64,2.5
E02000944,Wandsworth,0.832523935,7207,0.115516017,0.064798113,0.29560949,0.129059117,7.41,6.06,3.59
E02000945,Wandsworth,0.968523002,8260,0.117254601,0.063317191,0.335275269,0.12191601,9.09,4.89,4.42
E02000946,Wandsworth,0.352360817,8514,0.041386049,0.050622504,0.20029301,0.120977828,7.11,3.62,3.04
E02000947,Wandsworth,0.332005312,9036,0.036742509,0.063413015,0.176095052,0.041152738,7.41,3.5,2.62
E02000948,Wandsworth,0.705716302,9919,0.071147928,0.057868737,0.156020018,0.088488407,6.83,3.37,3.21
E02000949,Wandsworth,0.596006755,10067,0.059204009,0.066653422,0.1710068,0.052830189,6.64,3.01,2.84
E02000950,Wandsworth,0.265428003,7535,0.035226012,0.077239549,0.229802095,0.061097915,6.8,4.7,2.95
E02000951,Wandsworth,0.306889673,6517,0.047090636,0.069050176,0.187331866,0.097744361,6.91,3.04,3.12
E02000952,Wandsworth,0.327171602,6113,0.053520628,0.069033208,0.172005384,0.103723829,7.16,3.29,3.27
E02000953,Wandsworth,0.127372309,7851,0.016223705,0.044070819,0.257999099,0.096555618,8.69,4.22,3.83
E02000954,Wandsworth,0.481463649,6231,0.077269082,0.080725405,0.234528629,0.125991601,9.14,4.69,4.73
E02000955,Wandsworth,0.458155162,6548,0.069968717,0.082162492,0.263884531,0.154304438,8.66,4.89,4.68
E02000956,Wandsworth,0.368053,8151,0.045154337,0.05520795,0.295581513,0.180791694,8.47,4.61,4.62
E02000957,Wandsworth,0.181175831,11039,0.016412341,0.059153909,0.266507828,0.142128624,7.4,4.56,4.29
E02000958,Wandsworth,0.693882271,8647,0.080245434,0.085347519,0.261149653,0.142062628,8.91,4.76,4.48
E02000959,Wandsworth,0.35984167,8337,0.043162009,0.057214825,0.278843481,0.229641919,9.54,4.66,4.52
E02000960,Westminster,0.360750361,8316,0.043380274,0.126503127,0.170731707,0.032930514,6.99,3.13,2.66
E02000961,Westminster,0.534188034,11232,0.047559476,0.085292023,0.170613934,0.056661724,8.14,4.36,3.69
E02000962,Westminster,0.970308558,10306,0.09414987,0.123714341,0.158195021,0.055890538,7.91,4.18,3.52
E02000963,Westminster,0.813522553,11063,0.073535438,0.079905993,0.279770445,0.200714079,10.22,7.43,5.79
E02000964,Westminster,0.586381294,13643,0.042980378,0.065601407,0.230239366,0.177065902,9.34,6.56,5.07
E02000965,Westminster,0.318437533,9421,0.033800821,0.05031313,0.149035652,0.082647502,7.73,4.56,3.73
E02000966,Westminster,0.177999288,11236,0.015841873,0.082146671,0.137300592,0.040585084,7.52,4.45,3.61
E02000967,Westminster,0.400721298,9982,0.04014439,0.079042276,0.130759651,0.03306352,7.42,3.17,2.94
E02000968,Westminster,0.816890788,15914,0.051331581,0.089292447,0.276094276,0.132817941,9.15,6.65,5.71
E02000969,Westminster,0.923531585,10828,0.085291059,0.074898412,0.307692308,0.16046736,8.88,6.19,4.75
E02000970,Westminster,0.181011856,11049,0.016382646,0.089510363,0.127858815,0.027830346,7.66,2.91,2.89
E02000971,Westminster,0.41467966,9646,0.042989805,0.08532034,0.13876843,0.035323501,7.22,3.94,3.12
E02000972,Westminster,0.370988685,10782,0.034408151,0.065850492,0.21143882,0.050282011,6.45,2.89,2.8
E02000973,Westminster,0.087275266,11458,0.007616972,0.076714959,0.149196249,0.061744301,7.06,3.43,3.01
E02000974,Westminster,0.102124183,9792,0.010429349,0.090175654,0.163966143,0.049238117,7.95,5,3.76
E02000975,Westminster,0.481463649,10385,0.046361449,0.060375542,0.132986627,0.030261505,6.78,3.96,3.35
E02000976,Westminster,0.357174748,11199,0.03189345,0.073399411,0.156754838,0.048662779,6.92,3.5,3.07
E02000977,Westminster,0.135722041,7368,0.018420472,0.107084691,0.19320453,0.036315087,7.04,3.72,3.1
E02000978,Westminster,0.352640395,11343,0.031088812,0.093008904,0.139995395,0.02394822,5.56,1.94,1.61
E02000979,Westminster,0.776020953,10309,0.075276065,0.090503444,0.163623916,0.062368519,8.05,4.51,3.61
E02000980,Westminster,0.56264066,10664,0.052760752,0.104744936,0.181417878,0.078650392,8.93,4.78,4.11
E02000981,Westminster,0.194005238,10309,0.018819016,0.078087108,0.126975764,0.047714381,8.87,4.04,3.61
E02000982,Westminster,0.539083558,9275,0.058122216,0.100053908,0.218951014,0.086311695,9.07,4.18,3.32
E02000983,Westminster,0.50999592,9804,0.052019168,0.109547124,0.191376528,0.07019208,8.91,3.88,3.61
E02006782,Bromley,1.004898882,7961,0.12622772,0.129380731,0.277303754,0.110355649,11.85,5.69,4.46
E02006783,Lewisham,0.523971706,7634,0.068636587,0.069295258,0.34209616,0.235016648,11.41,6.24,5.28
E02006784,Lewisham,0.490136013,8161,0.060058328,0.100968019,0.341734861,0.242831907,12.18,6.56,5.84
E02006785,Bexley,0.450112528,6665,0.067533763,0.134583646,0.286531987,0.059837093,13.64,9.44,5.1
E02006786,Greenwich,0.132837407,7528,0.017645777,0.072396387,0.321076822,0.237017697,14.13,9.69,6.49
E02006787,Bromley,0.246487552,8114,0.030378057,0.101059896,0.252730505,0.050302871,10.91,4.4,3.86
E02006788,Croydon,0.390320062,7686,0.05078325,0.068566224,0.307066008,0.307579787,10.63,5.54,4.93
E02006789,Bromley,0.311380975,6423,0.048479056,0.199750895,0.262973575,0.008556316,15.89,6.14,4.53
E02006791,Ealing,0.583345486,6857,0.085072989,0.076418259,0.181977034,0.075696617,9.24,5.37,3.33
E02006792,Hounslow,0.678656261,8841,0.076762387,0.108585002,0.188871161,0.038007864,8.96,5.57,3.26
E02006793,Enfield,0.880798591,10218,0.086200684,0.055000979,0.36686208,0.318140997,10.94,7.7,6.35
E02006794,Haringey,0.81366965,8603,0.094579757,0.061025224,0.324092152,0.391732822,11.83,10.37,6.64
E02006795,Harrow,1.368840219,8036,0.170338504,0.096814335,0.247383201,0.057976366,14.25,6,8.73
E02006796,Hillingdon,0.216052717,9257,0.023339388,0.104677541,0.261345125,0.053330173,11.87,4.91,4.71
E02006798,Lewisham,1.110562685,8104,0.137038831,0.041707799,0.315878856,0.371886592,8.56,6.1,4.22
E02006799,Barking and Dagenham,0.451589595,11072,0.040786633,0.068190029,0.320207254,0.147908979,10.96,8.22,5.82
E02006800,Redbridge,0.689464975,14504,0.047536195,0.056811914,0.272545817,0.109878338,9.84,6.05,6.59
E02006801,Lambeth,0,10987,0,0.052516611,0.220395468,0.125727014,6.27,4,2.91
E02006802,Southwark,0.870430241,8042,0.108235544,0.046505844,0.250610252,0.192482768,9.4,6.44,4.59
E02006836,Sutton,0.944844691,8467,0.111591436,0.175977324,0.251630041,0.022249093,11.73,4.44,4.44
E02006853,Tower Hamlets,0.283822138,10570,0.026851669,0.027057711,0.175397446,0.077293318,5.16,3.95,3.21
E02006854,Tower Hamlets,0.124533001,8030,0.015508468,0.019053549,0.129877071,0.052694204,4.92,3.85,3.2
E02006882,Harrow,0.632777895,14223,0.044489763,0.119595022,0.242500701,0.072738818,11.76,5.67,7.55
E02006918,Hackney,0.21486893,9308,0.023084329,0.041684572,0.281169666,0.322165287,8.4,7.9,4.54
E02006921,Hackney,0.696055684,8620,0.080748919,0.048143852,0.306392359,0.261751033,9.87,8.28,5.1
E02006924,Redbridge,0.511210107,13693,0.037333682,0.098882641,0.25642883,0.080985915,10.46,6.21,7.49
E02006925,Redbridge,0.705168888,14181,0.049726316,0.106903603,0.275770192,0.047277396,11.43,4.69,6.83
E02006927,Greenwich,0.887311446,10143,0.087480178,0.115153308,0.26131743,0.129284426,11.28,5.32,4.19
E02006928,Greenwich,0.084545147,11828,0.007147882,0.022404464,0.231256891,0.17368206,6.71,3.96,3.03
E02006929,Greenwich,0.412337127,12126,0.034004381,0.044862279,0.225935162,0.124566088,7.14,3.89,3.05
E02006930,Greenwich,0.224517288,8908,0.025204006,0.052312528,0.207739308,0.057003506,8.29,3.84,3.17
E02006931,Greenwich,0.618110642,9707,0.063676794,0.084578139,0.204021289,0.121706945,8.2,4.29,3.92
